chromosome,source,feature,start,end,score,strand,frame,attributes,line_number,gene_id
LR134336.1,EMBL,gene,857512,858514,,+,,ID=gene-NCTC11427_00846;Name=srtG1;gbkey=Gene;gene=srtG1;gene_biotype=protein_coding;locus_tag=NCTC11427_00846,1711,gene-NCTC11427_00846
LR134336.1,EMBL,gene,858589,859462,,+,,ID=gene-NCTC11427_00847;Name=srtG2;gbkey=Gene;gene=srtG2;gene_biotype=protein_coding;locus_tag=NCTC11427_00847,1713,gene-NCTC11427_00847
LR134336.1,EMBL,gene,859539,860634,,+,,ID=gene-NCTC11427_00848;Name=hemH;gbkey=Gene;gene=hemH;gene_biotype=protein_coding;locus_tag=NCTC11427_00848,1715,gene-NCTC11427_00848
LR134336.1,EMBL,gene,860675,861062,,-,,ID=gene-NCTC11427_00849;Name=mscL;gbkey=Gene;gene=mscL;gene_biotype=protein_coding;locus_tag=NCTC11427_00849,1717,gene-NCTC11427_00849
LR134336.1,EMBL,gene,861135,861573,,-,,ID=gene-NCTC11427_00850;Name=NCTC11427_00850;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00850,1719,gene-NCTC11427_00850
LR134336.1,EMBL,gene,862313,862386,,+,,ID=gene-NCTC11427_00852;Name=NCTC11427_00852;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00852,1721,gene-NCTC11427_00852
LR134336.1,EMBL,gene,862775,863852,,+,,ID=gene-NCTC11427_00854;Name=asd;gbkey=Gene;gene=asd;gene_biotype=protein_coding;locus_tag=NCTC11427_00854,1724,gene-NCTC11427_00854
LR134336.1,EMBL,gene,863908,864844,,+,,ID=gene-NCTC11427_00855;Name=dapA;gbkey=Gene;gene=dapA;gene_biotype=protein_coding;locus_tag=NCTC11427_00855,1726,gene-NCTC11427_00855
LR134336.1,EMBL,gene,864890,866264,,-,,ID=gene-NCTC11427_00856;Name=trmE;gbkey=Gene;gene=trmE;gene_biotype=protein_coding;locus_tag=NCTC11427_00856,1728,gene-NCTC11427_00856
LR134336.1,EMBL,gene,866398,866581,,-,,ID=gene-NCTC11427_00857;Name=xylH;gbkey=Gene;gene=xylH;gene_biotype=protein_coding;locus_tag=NCTC11427_00857,1730,gene-NCTC11427_00857
LR134336.1,EMBL,gene,866703,867294,,+,,ID=gene-NCTC11427_00858;Name=tdk;gbkey=Gene;gene=tdk;gene_biotype=protein_coding;locus_tag=NCTC11427_00858,1732,gene-NCTC11427_00858
LR134336.1,EMBL,gene,867290,868370,,+,,ID=gene-NCTC11427_00859;Name=prfA;gbkey=Gene;gene=prfA;gene_biotype=protein_coding;locus_tag=NCTC11427_00859,1734,gene-NCTC11427_00859
LR134336.1,EMBL,gene,868369,869206,,+,,ID=gene-NCTC11427_00860;Name=hemK;gbkey=Gene;gene=hemK;gene_biotype=protein_coding;locus_tag=NCTC11427_00860,1736,gene-NCTC11427_00860
LR134336.1,EMBL,gene,869189,869792,,+,,ID=gene-NCTC11427_00861;Name=rimN;gbkey=Gene;gene=rimN;gene_biotype=protein_coding;locus_tag=NCTC11427_00861,1738,gene-NCTC11427_00861
LR134336.1,EMBL,gene,869793,870225,,+,,ID=gene-NCTC11427_00862;Name=NCTC11427_00862;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00862,1740,gene-NCTC11427_00862
LR134336.1,EMBL,gene,870274,871531,,+,,ID=gene-NCTC11427_00863;Name=glyA;gbkey=Gene;gene=glyA;gene_biotype=protein_coding;locus_tag=NCTC11427_00863,1742,gene-NCTC11427_00863
LR134336.1,EMBL,gene,871538,872513,,+,,ID=gene-NCTC11427_00864;Name=NCTC11427_00864;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00864,1744,gene-NCTC11427_00864
LR134336.1,EMBL,gene,872512,873115,,+,,ID=gene-NCTC11427_00865;Name=NCTC11427_00865;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00865,1746,gene-NCTC11427_00865
LR134336.1,EMBL,gene,873201,874176,,+,,ID=gene-NCTC11427_00866;Name=NCTC11427_00866;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00866,1748,gene-NCTC11427_00866
LR134336.1,EMBL,gene,874248,875604,,+,,ID=gene-NCTC11427_00867;Name=rlmCD_1;gbkey=Gene;gene=rlmCD_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00867,1750,gene-NCTC11427_00867
LR134336.1,EMBL,gene,875751,876501,,+,,ID=gene-NCTC11427_00868;Name=NCTC11427_00868;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00868,1752,gene-NCTC11427_00868
LR134336.1,EMBL,gene,876517,876928,,+,,ID=gene-NCTC11427_00869;Name=NCTC11427_00869;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00869,1754,gene-NCTC11427_00869
LR134336.1,EMBL,gene,877040,877202,,+,,ID=gene-NCTC11427_00870;Name=NCTC11427_00870;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00870,1756,gene-NCTC11427_00870
LR134336.1,EMBL,gene,877222,877714,,+,,ID=gene-NCTC11427_00871;Name=NCTC11427_00871;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00871,1758,gene-NCTC11427_00871
LR134336.1,EMBL,gene,878543,878837,,+,,ID=gene-NCTC11427_00872;Name=esxA;gbkey=Gene;gene=esxA;gene_biotype=protein_coding;locus_tag=NCTC11427_00872,1760,gene-NCTC11427_00872
LR134336.1,EMBL,gene,878902,882361,,+,,ID=gene-NCTC11427_00873;Name=NCTC11427_00873;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00873,1762,gene-NCTC11427_00873
LR134336.1,EMBL,gene,882459,882945,,+,,ID=gene-NCTC11427_00874;Name=essA;gbkey=Gene;gene=essA;gene_biotype=protein_coding;locus_tag=NCTC11427_00874,1764,gene-NCTC11427_00874
LR134336.1,EMBL,gene,882944,883193,,+,,ID=gene-NCTC11427_00875;Name=NCTC11427_00875;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00875,1766,gene-NCTC11427_00875
LR134336.1,EMBL,gene,883189,884380,,+,,ID=gene-NCTC11427_00876;Name=essB;gbkey=Gene;gene=essB;gene_biotype=protein_coding;locus_tag=NCTC11427_00876,1768,gene-NCTC11427_00876
LR134336.1,EMBL,gene,884369,888818,,+,,ID=gene-NCTC11427_00877;Name=essC;gbkey=Gene;gene=essC;gene_biotype=protein_coding;locus_tag=NCTC11427_00877,1770,gene-NCTC11427_00877
LR134336.1,EMBL,gene,888924,889326,,+,,ID=gene-NCTC11427_00878;Name=esaC;gbkey=Gene;gene=esaC;gene_biotype=protein_coding;locus_tag=NCTC11427_00878,1772,gene-NCTC11427_00878
LR134336.1,EMBL,gene,889327,889621,,+,,ID=gene-NCTC11427_00879;Name=NCTC11427_00879;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00879,1774,gene-NCTC11427_00879
LR134336.1,EMBL,gene,889617,890274,,+,,ID=gene-NCTC11427_00880;Name=NCTC11427_00880;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00880,1776,gene-NCTC11427_00880
LR134336.1,EMBL,gene,890257,891817,,+,,ID=gene-NCTC11427_00881;Name=NCTC11427_00881;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00881,1778,gene-NCTC11427_00881
LR134336.1,EMBL,gene,891826,892483,,+,,ID=gene-NCTC11427_00882;Name=NCTC11427_00882;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00882,1780,gene-NCTC11427_00882
LR134336.1,EMBL,gene,892577,893234,,+,,ID=gene-NCTC11427_00883;Name=NCTC11427_00883;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00883,1782,gene-NCTC11427_00883
LR134336.1,EMBL,gene,893285,893933,,+,,ID=gene-NCTC11427_00884;Name=NCTC11427_00884;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00884,1784,gene-NCTC11427_00884
LR134336.1,EMBL,gene,894188,894488,,+,,ID=gene-NCTC11427_00885;Name=NCTC11427_00885;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00885,1786,gene-NCTC11427_00885
LR134336.1,EMBL,gene,894710,895007,,+,,ID=gene-NCTC11427_00886;Name=NCTC11427_00886;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00886,1788,gene-NCTC11427_00886
LR134336.1,EMBL,gene,895008,895758,,+,,ID=gene-NCTC11427_00887;Name=NCTC11427_00887;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00887,1790,gene-NCTC11427_00887
LR134336.1,EMBL,gene,895810,896158,,+,,ID=gene-NCTC11427_00888;Name=NCTC11427_00888;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00888,1792,gene-NCTC11427_00888
LR134336.1,EMBL,gene,896157,896838,,+,,ID=gene-NCTC11427_00889;Name=NCTC11427_00889;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00889,1794,gene-NCTC11427_00889
LR134336.1,EMBL,gene,896839,897133,,+,,ID=gene-NCTC11427_00890;Name=NCTC11427_00890;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00890,1796,gene-NCTC11427_00890
LR134336.1,EMBL,gene,897358,897787,,+,,ID=gene-NCTC11427_00891;Name=NCTC11427_00891;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00891,1798,gene-NCTC11427_00891
LR134336.1,EMBL,gene,897799,898093,,+,,ID=gene-NCTC11427_00892;Name=NCTC11427_00892;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00892,1800,gene-NCTC11427_00892
LR134336.1,EMBL,gene,898092,898797,,+,,ID=gene-NCTC11427_00893;Name=NCTC11427_00893;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00893,1802,gene-NCTC11427_00893
LR134336.1,EMBL,gene,898796,900911,,+,,ID=gene-NCTC11427_00894;Name=NCTC11427_00894;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00894,1804,gene-NCTC11427_00894
LR134336.1,EMBL,gene,900943,901210,,+,,ID=gene-NCTC11427_00895;Name=NCTC11427_00895;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00895,1806,gene-NCTC11427_00895
LR134336.1,EMBL,gene,901193,901850,,+,,ID=gene-NCTC11427_00896;Name=NCTC11427_00896;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00896,1808,gene-NCTC11427_00896
LR134336.1,EMBL,gene,901882,902128,,+,,ID=gene-NCTC11427_00897;Name=NCTC11427_00897;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00897,1810,gene-NCTC11427_00897
LR134336.1,EMBL,gene,902127,904086,,+,,ID=gene-NCTC11427_00898;Name=NCTC11427_00898;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00898,1812,gene-NCTC11427_00898
LR134336.1,EMBL,gene,904106,904670,,+,,ID=gene-NCTC11427_00899;Name=NCTC11427_00899;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00899,1814,gene-NCTC11427_00899
LR134336.1,EMBL,gene,904686,905895,,+,,ID=gene-NCTC11427_00900;Name=NCTC11427_00900;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00900,1816,gene-NCTC11427_00900
LR134336.1,EMBL,gene,905917,906295,,+,,ID=gene-NCTC11427_00901;Name=NCTC11427_00901;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00901,1818,gene-NCTC11427_00901
LR134336.1,EMBL,gene,906476,907550,,+,,ID=gene-NCTC11427_00902;Name=NCTC11427_00902;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00902,1820,gene-NCTC11427_00902
LR134336.1,EMBL,gene,907563,908106,,+,,ID=gene-NCTC11427_00903;Name=NCTC11427_00903;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00903,1822,gene-NCTC11427_00903
LR134336.1,EMBL,gene,908092,908428,,+,,ID=gene-NCTC11427_00904;Name=NCTC11427_00904;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00904,1824,gene-NCTC11427_00904
LR134336.1,EMBL,gene,908731,909991,,+,,ID=gene-NCTC11427_00905;Name=NCTC11427_00905;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00905,1826,gene-NCTC11427_00905
LR134336.1,EMBL,gene,910100,910595,,+,,ID=gene-NCTC11427_00906;Name=NCTC11427_00906;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00906,1828,gene-NCTC11427_00906
LR134336.1,EMBL,gene,910669,910846,,+,,ID=gene-NCTC11427_00907;Name=NCTC11427_00907;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00907,1830,gene-NCTC11427_00907
LR134336.1,EMBL,gene,910849,911386,,+,,ID=gene-NCTC11427_00908;Name=NCTC11427_00908;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00908,1832,gene-NCTC11427_00908
LR134336.1,EMBL,gene,911433,911631,,+,,ID=gene-NCTC11427_00909;Name=NCTC11427_00909;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00909,1834,gene-NCTC11427_00909
LR134336.1,EMBL,gene,911602,912067,,+,,ID=gene-NCTC11427_00910;Name=NCTC11427_00910;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00910,1836,gene-NCTC11427_00910
LR134336.1,EMBL,gene,912063,912453,,+,,ID=gene-NCTC11427_00911;Name=NCTC11427_00911;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00911,1838,gene-NCTC11427_00911
LR134336.1,EMBL,gene,912569,912839,,+,,ID=gene-NCTC11427_00912;Name=NCTC11427_00912;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00912,1840,gene-NCTC11427_00912
LR134336.1,EMBL,gene,912835,913234,,+,,ID=gene-NCTC11427_00913;Name=NCTC11427_00913;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00913,1842,gene-NCTC11427_00913
LR134336.1,EMBL,gene,913328,913706,,+,,ID=gene-NCTC11427_00914;Name=NCTC11427_00914;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00914,1844,gene-NCTC11427_00914
LR134336.1,EMBL,gene,913883,914807,,+,,ID=gene-NCTC11427_00915;Name=NCTC11427_00915;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00915,1846,gene-NCTC11427_00915
LR134336.1,EMBL,gene,914831,915332,,+,,ID=gene-NCTC11427_00916;Name=NCTC11427_00916;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00916,1848,gene-NCTC11427_00916
LR134336.1,EMBL,gene,915406,915640,,+,,ID=gene-NCTC11427_00917;Name=NCTC11427_00917;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00917,1850,gene-NCTC11427_00917
LR134336.1,EMBL,gene,916107,916725,,+,,ID=gene-NCTC11427_00918;Name=NCTC11427_00918;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00918,1852,gene-NCTC11427_00918
LR134336.1,EMBL,gene,916765,917620,,+,,ID=gene-NCTC11427_00919;Name=NCTC11427_00919;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00919,1854,gene-NCTC11427_00919
LR134336.1,EMBL,gene,917649,918039,,+,,ID=gene-NCTC11427_00920;Name=NCTC11427_00920;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00920,1856,gene-NCTC11427_00920
LR134336.1,EMBL,gene,918273,918945,,+,,ID=gene-NCTC11427_00921;Name=NCTC11427_00921;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00921,1858,gene-NCTC11427_00921
LR134336.1,EMBL,gene,919004,919667,,+,,ID=gene-NCTC11427_00922;Name=NCTC11427_00922;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00922,1860,gene-NCTC11427_00922
LR134336.1,EMBL,gene,919829,920288,,+,,ID=gene-NCTC11427_00923;Name=NCTC11427_00923;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00923,1862,gene-NCTC11427_00923
LR134336.1,EMBL,gene,920297,920591,,+,,ID=gene-NCTC11427_00924;Name=NCTC11427_00924;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00924,1864,gene-NCTC11427_00924
LR134336.1,EMBL,gene,920629,920992,,+,,ID=gene-NCTC11427_00925;Name=NCTC11427_00925;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00925,1866,gene-NCTC11427_00925
LR134336.1,EMBL,gene,921172,922054,,+,,ID=gene-NCTC11427_00926;Name=NCTC11427_00926;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00926,1868,gene-NCTC11427_00926
LR134336.1,EMBL,gene,922117,922609,,+,,ID=gene-NCTC11427_00927;Name=NCTC11427_00927;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00927,1870,gene-NCTC11427_00927
LR134336.1,EMBL,gene,922785,924528,,+,,ID=gene-NCTC11427_00928;Name=bbmA;gbkey=Gene;gene=bbmA;gene_biotype=protein_coding;locus_tag=NCTC11427_00928,1872,gene-NCTC11427_00928
LR134336.1,EMBL,gene,924647,924959,,+,,ID=gene-NCTC11427_00929;Name=NCTC11427_00929;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00929,1874,gene-NCTC11427_00929
LR134336.1,EMBL,gene,924962,925676,,+,,ID=gene-NCTC11427_00930;Name=NCTC11427_00930;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00930,1876,gene-NCTC11427_00930
LR134336.1,EMBL,gene,925866,926421,,+,,ID=gene-NCTC11427_00931;Name=NCTC11427_00931;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00931,1878,gene-NCTC11427_00931
LR134336.1,EMBL,gene,927043,928504,,+,,ID=gene-NCTC11427_00932;Name=speA;gbkey=Gene;gene=speA;gene_biotype=protein_coding;locus_tag=NCTC11427_00932,1880,gene-NCTC11427_00932
LR134336.1,EMBL,gene,928504,929365,,+,,ID=gene-NCTC11427_00933;Name=speE;gbkey=Gene;gene=speE;gene_biotype=protein_coding;locus_tag=NCTC11427_00933,1882,gene-NCTC11427_00933
LR134336.1,EMBL,gene,929361,930621,,+,,ID=gene-NCTC11427_00934;Name=NCTC11427_00934;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00934,1884,gene-NCTC11427_00934
LR134336.1,EMBL,gene,930620,931748,,+,,ID=gene-NCTC11427_00935;Name=lysA_2;gbkey=Gene;gene=lysA_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00935,1886,gene-NCTC11427_00935
LR134336.1,EMBL,gene,931744,932830,,+,,ID=gene-NCTC11427_00936;Name=aguA;gbkey=Gene;gene=aguA;gene_biotype=protein_coding;locus_tag=NCTC11427_00936,1888,gene-NCTC11427_00936
LR134336.1,EMBL,gene,932839,933715,,+,,ID=gene-NCTC11427_00937;Name=NCTC11427_00937;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00937,1890,gene-NCTC11427_00937
LR134336.1,EMBL,gene,933859,934597,,+,,ID=gene-NCTC11427_00938;Name=NCTC11427_00938;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00938,1892,gene-NCTC11427_00938
LR134336.1,EMBL,gene,934703,935402,,+,,ID=gene-NCTC11427_00939;Name=regX3_2;gbkey=Gene;gene=regX3_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00939,1894,gene-NCTC11427_00939
LR134336.1,EMBL,gene,935401,936280,,+,,ID=gene-NCTC11427_00940;Name=srrB;gbkey=Gene;gene=srrB;gene_biotype=protein_coding;locus_tag=NCTC11427_00940,1896,gene-NCTC11427_00940
LR134336.1,EMBL,gene,936318,937071,,-,,ID=gene-NCTC11427_00941;Name=NCTC11427_00941;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00941,1898,gene-NCTC11427_00941
LR134336.1,EMBL,gene,937081,937990,,-,,ID=gene-NCTC11427_00942;Name=drrA;gbkey=Gene;gene=drrA;gene_biotype=protein_coding;locus_tag=NCTC11427_00942,1900,gene-NCTC11427_00942
LR134336.1,EMBL,gene,938132,938942,,-,,ID=gene-NCTC11427_00943;Name=yidA_2;gbkey=Gene;gene=yidA_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00943,1902,gene-NCTC11427_00943
LR134336.1,EMBL,gene,939088,939550,,+,,ID=gene-NCTC11427_00944;Name=NCTC11427_00944;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00944,1904,gene-NCTC11427_00944
LR134336.1,EMBL,gene,939542,939962,,+,,ID=gene-NCTC11427_00945;Name=NCTC11427_00945;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00945,1906,gene-NCTC11427_00945
LR134336.1,EMBL,gene,940068,943344,,+,,ID=gene-NCTC11427_00946;Name=rexB;gbkey=Gene;gene=rexB;gene_biotype=protein_coding;locus_tag=NCTC11427_00946,1908,gene-NCTC11427_00946
LR134336.1,EMBL,gene,943340,946994,,+,,ID=gene-NCTC11427_00947;Name=rexA;gbkey=Gene;gene=rexA;gene_biotype=protein_coding;locus_tag=NCTC11427_00947,1910,gene-NCTC11427_00947
LR134336.1,EMBL,gene,947011,948190,,+,,ID=gene-NCTC11427_00948;Name=NCTC11427_00948;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00948,1912,gene-NCTC11427_00948
LR134336.1,EMBL,gene,948563,948779,,-,,ID=gene-NCTC11427_00949;Name=NCTC11427_00949;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00949,1914,gene-NCTC11427_00949
LR134336.1,EMBL,gene,948995,949847,,+,,ID=gene-NCTC11427_00950;Name=rbgA;gbkey=Gene;gene=rbgA;gene_biotype=protein_coding;locus_tag=NCTC11427_00950,1916,gene-NCTC11427_00950
LR134336.1,EMBL,gene,949833,950613,,+,,ID=gene-NCTC11427_00951;Name=rnhB;gbkey=Gene;gene=rnhB;gene_biotype=protein_coding;locus_tag=NCTC11427_00951,1918,gene-NCTC11427_00951
LR134336.1,EMBL,gene,950625,952176,,+,,ID=gene-NCTC11427_00952;Name=clcA;gbkey=Gene;gene=clcA;gene_biotype=protein_coding;locus_tag=NCTC11427_00952,1920,gene-NCTC11427_00952
LR134336.1,EMBL,gene,952227,952974,,+,,ID=gene-NCTC11427_00953;Name=NCTC11427_00953;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00953,1922,gene-NCTC11427_00953
LR134336.1,EMBL,gene,953124,953547,,+,,ID=gene-NCTC11427_00954;Name=NCTC11427_00954;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00954,1924,gene-NCTC11427_00954
LR134336.1,EMBL,gene,953546,953645,,+,,ID=gene-NCTC11427_00955;Name=NCTC11427_00955;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00955,1926,gene-NCTC11427_00955
LR134336.1,EMBL,gene,953647,954085,,+,,ID=gene-NCTC11427_00956;Name=NCTC11427_00956;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00956,1928,gene-NCTC11427_00956
LR134336.1,EMBL,gene,954084,954450,,+,,ID=gene-NCTC11427_00957;Name=NCTC11427_00957;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00957,1930,gene-NCTC11427_00957
LR134336.1,EMBL,gene,954491,954926,,+,,ID=gene-NCTC11427_00958;Name=NCTC11427_00958;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00958,1932,gene-NCTC11427_00958
LR134336.1,EMBL,gene,954925,955150,,+,,ID=gene-NCTC11427_00959;Name=NCTC11427_00959;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00959,1934,gene-NCTC11427_00959
LR134336.1,EMBL,gene,955150,955594,,+,,ID=gene-NCTC11427_00960;Name=NCTC11427_00960;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00960,1936,gene-NCTC11427_00960
LR134336.1,EMBL,gene,955593,955767,,+,,ID=gene-NCTC11427_00961;Name=NCTC11427_00961;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00961,1938,gene-NCTC11427_00961
LR134336.1,EMBL,gene,955714,955930,,+,,ID=gene-NCTC11427_00962;Name=NCTC11427_00962;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00962,1940,gene-NCTC11427_00962
LR134336.1,EMBL,gene,955971,956394,,+,,ID=gene-NCTC11427_00963;Name=NCTC11427_00963;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00963,1942,gene-NCTC11427_00963
LR134336.1,EMBL,gene,956393,957647,,+,,ID=gene-NCTC11427_00964;Name=NCTC11427_00964;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00964,1944,gene-NCTC11427_00964
LR134336.1,EMBL,gene,957628,958021,,+,,ID=gene-NCTC11427_00965;Name=NCTC11427_00965;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00965,1946,gene-NCTC11427_00965
LR134336.1,EMBL,gene,958001,958292,,+,,ID=gene-NCTC11427_00966;Name=NCTC11427_00966;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00966,1948,gene-NCTC11427_00966
LR134336.1,EMBL,gene,958431,959502,,+,,ID=gene-NCTC11427_00967;Name=xerS;gbkey=Gene;gene=xerS;gene_biotype=protein_coding;locus_tag=NCTC11427_00967,1950,gene-NCTC11427_00967
LR134336.1,EMBL,gene,959498,959588,,+,,ID=gene-NCTC11427_00968;Name=NCTC11427_00968;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00968,1952,gene-NCTC11427_00968
LR134336.1,EMBL,gene,959580,960222,,-,,ID=gene-NCTC11427_00969;Name=NCTC11427_00969;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00969,1954,gene-NCTC11427_00969
LR134336.1,EMBL,gene,960326,961316,,-,,ID=gene-NCTC11427_00970;Name=lplA;gbkey=Gene;gene=lplA;gene_biotype=protein_coding;locus_tag=NCTC11427_00970,1956,gene-NCTC11427_00970
LR134336.1,EMBL,gene,961508,963215,,-,,ID=gene-NCTC11427_00971;Name=lpdA;gbkey=Gene;gene=lpdA;gene_biotype=protein_coding;locus_tag=NCTC11427_00971,1958,gene-NCTC11427_00971
LR134336.1,EMBL,gene,963259,964303,,-,,ID=gene-NCTC11427_00972;Name=acoC;gbkey=Gene;gene=acoC;gene_biotype=protein_coding;locus_tag=NCTC11427_00972,1960,gene-NCTC11427_00972
LR134336.1,EMBL,gene,964751,965744,,-,,ID=gene-NCTC11427_00973;Name=acoB;gbkey=Gene;gene=acoB;gene_biotype=protein_coding;locus_tag=NCTC11427_00973,1962,gene-NCTC11427_00973
LR134336.1,EMBL,gene,965760,966729,,-,,ID=gene-NCTC11427_00974;Name=acoA;gbkey=Gene;gene=acoA;gene_biotype=protein_coding;locus_tag=NCTC11427_00974,1964,gene-NCTC11427_00974
LR134336.1,EMBL,gene,966908,968249,,-,,ID=gene-NCTC11427_00975;Name=norM;gbkey=Gene;gene=norM;gene_biotype=protein_coding;locus_tag=NCTC11427_00975,1966,gene-NCTC11427_00975
